"","act","scene","speaker","n"
"1656","Første akt","Scene 4","Lars",3
"1657","Første akt","Scene 4","Leander",3
"1658","Første akt","Scene 4","Leerbeutel",9
"1659","Første akt","Scene 4","Leonard",1
"1660","Første akt","Scene 4","Leonora",3
"1661","Første akt","Scene 4","Leonore",17
"1662","Første akt","Scene 4","Lucretia",10
"1663","Første akt","Scene 4","Magdelone",11
"1664","Første akt","Scene 4","Manden",8
"1665","Første akt","Scene 4","Nille",8
"1666","Første akt","Scene 4","Øllegård",2
"1667","Første akt","Scene 4","Peer",33
"1668","Første akt","Scene 4","Per",18
"1669","Første akt","Scene 4","Pernille",24
"1670","Første akt","Scene 4","Petronius",1
"1671","Første akt","Scene 4","Roland",10
"1672","Første akt","Scene 4","Sganarel",9
"1673","Første akt","Scene 4","Skyldenborg",15
"1674","Første akt","Scene 4","Torben",1
"1675","Første akt","Scene 4","Værten",7
"1676","Første akt","Scene 4","Vielgeschrey",29
"1677","Første akt","Scene 4",NA,29
"1678","Første akt","Scene 5","",2
"1679","Første akt","Scene 5","1. pige",10
"1680","Første akt","Scene 5","2. pige",8
"1681","Første akt","Scene 5","Antonius",5
"1682","Første akt","Scene 5","Artaxerxes.",3
"1683","Første akt","Scene 5","Arv",15
"1684","Første akt","Scene 5","Colombine",7
"1685","Første akt","Scene 5","Corfitz",7
"1686","Første akt","Scene 5","Davus",3
"1687","Første akt","Scene 5","Den fremmede",9
"1688","Første akt","Scene 5","Drengen",2
"1689","Første akt","Scene 5","En anden Dreng",1
"1690","Første akt","Scene 5","Ephraim",7
"1691","Første akt","Scene 5","Frands",36
"1692","Første akt","Scene 5","Geske",11
"1693","Første akt","Scene 5","Gonzalo",8
"1694","Første akt","Scene 5","Gusman",12
"1695","Første akt","Scene 5","Haagen",6
"1696","Første akt","Scene 5","Henrik",29
"1697","Første akt","Scene 5","Isabella",1
"1698","Første akt","Scene 5","Jeppe",12
"1699","Første akt","Scene 5","Jeronimus",54
"1700","Første akt","Scene 5","Jesper",8
"1701","Første akt","Scene 5","Konen",6
"1702","Første akt","Scene 5","Lakajen",5
"1703","Første akt","Scene 5","Leander",12
"1704","Første akt","Scene 5","Leerbeutel",15
"1705","Første akt","Scene 5","Leonard",16
"1706","Første akt","Scene 5","Leonora",12
"1707","Første akt","Scene 5","Leonore",3
"1708","Første akt","Scene 5","Lisbed",10
"1709","Første akt","Scene 5","Lucretia",5
"1710","Første akt","Scene 5","Magdelone",77
"1711","Første akt","Scene 5","Manden",14
"1712","Første akt","Scene 5","Mercurius",5
"1713","Første akt","Scene 5","Nille",1
"1714","Første akt","Scene 5","Øllegård",4
"1715","Første akt","Scene 5","Ovidius",22
"1716","Første akt","Scene 5","Pedro",5
"1717","Første akt","Scene 5","Per",3
"1718","Første akt","Scene 5","Pernille",34
"1719","Første akt","Scene 5","Petronius",4
"1720","Første akt","Scene 5","Pigen",2
"1721","Første akt","Scene 5","Roland",18
"1722","Første akt","Scene 5","Rosiflengius",8
"1723","Første akt","Scene 5","Semira.",4
"1724","Første akt","Scene 5","Skyldenborg",12
"1725","Første akt","Scene 5","Tutti",1
"1726","Første akt","Scene 5","Ulysses",5
"1727","Første akt","Scene 5","Vielgeschrey",6
"1728","Første akt","Scene 5",NA,33
"1729","Første akt","Scene 6","",2
"1730","Første akt","Scene 6","Antonius",3
"1731","Første akt","Scene 6","Arv",5
"1732","Første akt","Scene 6","Barberen",6
"1733","Første akt","Scene 6","Bonden",5
"1734","Første akt","Scene 6","Chilian",1
"1735","Første akt","Scene 6","Corfitz",10
"1736","Første akt","Scene 6","Davus",15
"1737","Første akt","Scene 6","Dorothea",2
"1738","Første akt","Scene 6","En bonde",2
"1739","Første akt","Scene 6","En karl",2
"1740","Første akt","Scene 6","En skrædder",1
"1741","Første akt","Scene 6","Ephraim",4
"1742","Første akt","Scene 6","Frands",13
"1743","Første akt","Scene 6","Geske",6
"1744","Første akt","Scene 6","Gusman",1
"1745","Første akt","Scene 6","Haagen",1
"1746","Første akt","Scene 6","Henrik",97
"1747","Første akt","Scene 6","Jacob",25
"1748","Første akt","Scene 6","Jean",14
"1749","Første akt","Scene 6","Jens",2
"1750","Første akt","Scene 6","Jeppe",31
"1751","Første akt","Scene 6","Jeronimus",29
"1752","Første akt","Scene 6","Jesper",12
"1753","Første akt","Scene 6","Konen",1
"1754","Første akt","Scene 6","Leander",50
"1755","Første akt","Scene 6","Leonard",1
"1756","Første akt","Scene 6","Leonora",14
"1757","Første akt","Scene 6","Leonore",6
"1758","Første akt","Scene 6","Lucilia",7
"1759","Første akt","Scene 6","Lucretia",13
"1760","Første akt","Scene 6","Magdelone",19
"1761","Første akt","Scene 6","Octavius",2
"1762","Første akt","Scene 6","Øllegård",1
"1763","Første akt","Scene 6","Ovidius",4
"1764","Første akt","Scene 6","Pedro",5
"1765","Første akt","Scene 6","Peiter",8
"1766","Første akt","Scene 6","Per",1
"1767","Første akt","Scene 6","Pernille",77
"1768","Første akt","Scene 6","Petronius",35
"1769","Første akt","Scene 6","Republikken",11
"1770","Første akt","Scene 6","Roland",7
"1771","Første akt","Scene 6","Rosiflengius",12
"1772","Første akt","Scene 6","Semira",4
"1773","Første akt","Scene 6","Skrædderen",1
"1774","Første akt","Scene 6","Skyldenborg",8
"1775","Første akt","Scene 6","Terentia",10
"1776","Første akt","Scene 6","Timotheus",12
"1777","Første akt","Scene 6","Torben",1
"1778","Første akt","Scene 6","Troels",5
"1779","Første akt","Scene 6","Tutti",2
"1780","Første akt","Scene 6","Tychonius",12
"1781","Første akt","Scene 6","Ulysses",3
"1782","Første akt","Scene 6","Vielgeschrey",36
"1783","Første akt","Scene 6",NA,49
"1784","Første akt","Scene 7","Artaxerxes.",2
"1785","Første akt","Scene 7","Arv",3
"1786","Første akt","Scene 7","Chilian",2
"1787","Første akt","Scene 7","Corfitz",26
"1788","Første akt","Scene 7","Diogenes",1
"1789","Første akt","Scene 7","Dorothea",12
"1790","Første akt","Scene 7","En anden pige",1
"1791","Første akt","Scene 7","En pige",2
"1792","Første akt","Scene 7","Gusmann",2
"1793","Første akt","Scene 7","Henrik",35
"1794","Første akt","Scene 7","Jacob",8
"1795","Første akt","Scene 7","Jeppe",2
"1796","Første akt","Scene 7","Jeronimus",12
"1797","Første akt","Scene 7","Jesper",1
"1798","Første akt","Scene 7","Leander",11
"1799","Første akt","Scene 7","Leonard",1
"1800","Første akt","Scene 7","Leonora",24
"1801","Første akt","Scene 7","Leonore",11
"1802","Første akt","Scene 7","Magdelone",32
"1803","Første akt","Scene 7","Mandane.",3
"1804","Første akt","Scene 7","Manden i portechaisen",1
"1805","Første akt","Scene 7","Ovidius",7
"1806","Første akt","Scene 7","Pedro",1
"1807","Første akt","Scene 7","Pernille",41
"1808","Første akt","Scene 7","Petronius",5
"1809","Første akt","Scene 7","Pigen",13
"1810","Første akt","Scene 7","Plutus",5
"1811","Første akt","Scene 7","Roland",8
"1812","Første akt","Scene 7","Sganarel",11
"1813","Første akt","Scene 7","Skyldenborg",1
"1814","Første akt","Scene 7","Timotheus",4
"1815","Første akt","Scene 7","tjeneren",1
"1816","Første akt","Scene 7","Troels",4
"1817","Første akt","Scene 7","Tychonius",1
"1818","Første akt","Scene 7","Vielgeschrey",14
"1819","Første akt","Scene 7",NA,27
"1820","Første akt","Scene 8","1. lakaj",1
"1821","Første akt","Scene 8","1. mand",14
"1822","Første akt","Scene 8","Artabanus.",5
"1823","Første akt","Scene 8","Artaxerxes.",4
"1824","Første akt","Scene 8","Arv",7
"1825","Første akt","Scene 8","Baronen",7
"1826","Første akt","Scene 8","Davus",13
"1827","Første akt","Scene 8","Diogenes",11
"1828","Første akt","Scene 8","Erik",1
"1829","Første akt","Scene 8","Erik Lakaj",1
"1830","Første akt","Scene 8","Henrik",43
"1831","Første akt","Scene 8","Jeronimus",14
"1832","Første akt","Scene 8","Kammertjeneren",1
"1833","Første akt","Scene 8","Leander",23
"1834","Første akt","Scene 8","Leonora",13
"1835","Første akt","Scene 8","Leonore",3
"1836","Første akt","Scene 8","Lucretia",18
"1837","Første akt","Scene 8","Manden",2
"1838","Første akt","Scene 8","Manden i portechaisen",12
"1839","Første akt","Scene 8","Octavius",8
"1840","Første akt","Scene 8","Peer",24
"1841","Første akt","Scene 8","Pernille",31
"1842","Første akt","Scene 8","Petronius",19
"1843","Første akt","Scene 8","Petronius.",1
"1844","Første akt","Scene 8","Rosimunda",1
"1845","Første akt","Scene 8","Sekretæren",3
"1846","Første akt","Scene 8",NA,20
"1847","Første akt","Scene 9","Artabanus",2
"1848","Første akt","Scene 9","Artabanus.",3
"1849","Første akt","Scene 9","Artaxerxes.",4
"1850","Første akt","Scene 9","Davus",9
"1851","Første akt","Scene 9","Diogenes",6
"1852","Første akt","Scene 9","Henrik",3
"1853","Første akt","Scene 9","Leander",19
"1854","Første akt","Scene 9","Leonora",3
"1855","Første akt","Scene 9","Mandane",2
"1856","Første akt","Scene 9","Mandane.",2
"1857","Første akt","Scene 9","Oldfux",21
"1858","Første akt","Scene 9","Palæstrio",5
"1859","Første akt","Scene 9","Peer",5
"1860","Første akt","Scene 9","Penelope",9
"1861","Første akt","Scene 9","Pernille",25
"1862","Første akt","Scene 9","Republikken",13
"1863","Første akt","Scene 9","Rosimunda",9
"1864","Første akt","Scene 9","Semira.",4
"1865","Første akt","Scene 9",NA,9
"1866","Prolog","Prolog","Iris",7
"1867","Prolog","Prolog","Juno",8
"1868","Prolog","Prolog","Pallas",3
"1869","Prolog","Prolog","Paris",14
"1870","Prolog","Prolog","Venus",4
"1871","Prolog","Prolog",NA,4
"1872","Prolog","Scene 1","",7
"1873","Prolog","Scene 2","Sganarel",5
"1874","Prolog","Scene 2","Vulcanus",4
"1875","Prolog","Scene 2",NA,1
"1876","Prolog","Scene 3","Apollo",5
"1877","Prolog","Scene 3","Jupiter",6
"1878","Prolog","Scene 3","Momus",8
"1879","Prolog","Scene 3","Sganarel",13
"1880","Prolog","Scene 3",NA,4
"1881","Prologus","Prologus","",2
"1882","Prologus","Prologus","Æsculapius",1
"1883","Prologus","Prologus","Apollo",1
"1884","Prologus","Prologus","Bellona",1
"1885","Prologus","Prologus","Cupido",1
"1886","Prologus","Prologus","Mars",1
"1887","Prologus","Prologus","Mercurius",1
"1888","Prologus","Prologus","Momus",1
"1889","Prologus","Prologus","Sganarel",13
"1890","Prologus","Prologus","Thalia",1
"1891","Prologus","Prologus","Vulcanus",1
"1892","Prologus","Prologus",NA,1
"1893","Tredje akt","Scene 1","",1
"1894","Tredje akt","Scene 1","1. borger",1
"1895","Tredje akt","Scene 1","1. kone",4
"1896","Tredje akt","Scene 1","2. kone",3
"1897","Tredje akt","Scene 1","Abrahams",7
"1898","Tredje akt","Scene 1","Apicius",9
"1899","Tredje akt","Scene 1","Arbaces.",7
"1900","Tredje akt","Scene 1","Artaxerxes.",9
"1901","Tredje akt","Scene 1","Arv",6
"1902","Tredje akt","Scene 1","Borgeren",11
"1903","Tredje akt","Scene 1","Chilian",2
"1904","Tredje akt","Scene 1","Cosmoligoreus",23
"1905","Tredje akt","Scene 1","Den usynlige",6
"1906","Tredje akt","Scene 1","Donna Maria",3
"1907","Tredje akt","Scene 1","Drengen",1
"1908","Tredje akt","Scene 1","En gårdskarl",6
"1909","Tredje akt","Scene 1","Espen",6
"1910","Tredje akt","Scene 1","Harlekin",6
"1911","Tredje akt","Scene 1","Henrik",47
"1912","Tredje akt","Scene 1","Jean",23
"1913","Tredje akt","Scene 1","Jeppe",16
"1914","Tredje akt","Scene 1","Jeronimus",16
"1915","Tredje akt","Scene 1","Jøden",3
"1916","Tredje akt","Scene 1","Jørgen",3
"1917","Tredje akt","Scene 1","Jørgen Handskemager",1
"1918","Tredje akt","Scene 1","Kammertjener",1
"1919","Tredje akt","Scene 1","Kammertjeneren",4
"1920","Tredje akt","Scene 1","Købmanden",3
"1921","Tredje akt","Scene 1","Leander",12
"1922","Tredje akt","Scene 1","Leonard",33
"1923","Tredje akt","Scene 1","Leonora",24
"1924","Tredje akt","Scene 1","Leonora.",1
"1925","Tredje akt","Scene 1","Leonore",5
"1926","Tredje akt","Scene 1","Lucretia",8
"1927","Tredje akt","Scene 1","Madame Ståbi",4
"1928","Tredje akt","Scene 1","Magdelone",7
"1929","Tredje akt","Scene 1","Montanus",13
"1930","Tredje akt","Scene 1","Nille",11
"1931","Tredje akt","Scene 1","Pernille",20
"1932","Tredje akt","Scene 1","Petronius",27
"1933","Tredje akt","Scene 1","Pierre",23
"1934","Tredje akt","Scene 1","Plutus",1
"1935","Tredje akt","Scene 1","Sanderus",6
"1936","Tredje akt","Scene 1","Sekretæren",2
"1937","Tredje akt","Scene 1","Sganarel",4
"1938","Tredje akt","Scene 1","Skøgen",10
"1939","Tredje akt","Scene 1","Sparenborg",8
"1940","Tredje akt","Scene 1","Ulysses",2
"1941","Tredje akt","Scene 1","Værten",15
"1942","Tredje akt","Scene 1","Vielgeschrey",17
"1943","Tredje akt","Scene 1",NA,34
"1944","Tredje akt","Scene 10","Arbaces.",14
"1945","Tredje akt","Scene 10","Artabanus",4
"1946","Tredje akt","Scene 10","Artabanus.",4
"1947","Tredje akt","Scene 10","Artaxerxes.",10
"1948","Tredje akt","Scene 10","Chorus",3
"1949","Tredje akt","Scene 10","Davus",18
"1950","Tredje akt","Scene 10","Henrik",22
"1951","Tredje akt","Scene 10","Herman",15
"1952","Tredje akt","Scene 10","Jeronimus",10
"1953","Tredje akt","Scene 10","Leonard",1
"1954","Tredje akt","Scene 10","Leonora",7
"1955","Tredje akt","Scene 10","Mandane.",1
"1956","Tredje akt","Scene 10","Palæstrio",18
"1957","Tredje akt","Scene 10","Pernille",31
"1958","Tredje akt","Scene 10",NA,10
"1959","Tredje akt","Scene 11","Davus",6
"1960","Tredje akt","Scene 11","Diogenes",8
"1961","Tredje akt","Scene 11","En dreng",2
"1962","Tredje akt","Scene 11","Henrik",9
"1963","Tredje akt","Scene 11","Jeronimus",27
"1964","Tredje akt","Scene 11","Leander",14
"1965","Tredje akt","Scene 11","Leonard",22
"1966","Tredje akt","Scene 11","Leonora",5
"1967","Tredje akt","Scene 11","Magdelone",3
"1968","Tredje akt","Scene 11","Notarius",5
"1969","Tredje akt","Scene 11","Palæstri",1
"1970","Tredje akt","Scene 11","Palæstrio",2
"1971","Tredje akt","Scene 11","Pernille",6
"1972","Tredje akt","Scene 11","Republikken",4
"1973","Tredje akt","Scene 11",NA,9
"1974","Tredje akt","Scene 12","Arv",5
"1975","Tredje akt","Scene 12","Diogenes",5
"1976","Tredje akt","Scene 12","Henrik",5
"1977","Tredje akt","Scene 12","Jeronimus",11
"1978","Tredje akt","Scene 12","Leander",6
"1979","Tredje akt","Scene 12","Leonard",10
"1980","Tredje akt","Scene 12","Leonora",10
"1981","Tredje akt","Scene 12","Notarius",2
"1982","Tredje akt","Scene 12","Penia",5
"1983","Tredje akt","Scene 12","Pernille",5
"1984","Tredje akt","Scene 12","Republikken",4
"1985","Tredje akt","Scene 12",NA,7
"1986","Tredje akt","Scene 13","Arv",1
"1987","Tredje akt","Scene 13","Henrik",31
"1988","Tredje akt","Scene 13","Jeronimus",7
"1989","Tredje akt","Scene 13","Leander",12
"1990","Tredje akt","Scene 13","Leonard",9
"1991","Tredje akt","Scene 13","Leonora",6
"1992","Tredje akt","Scene 13","Magdelone",1
"1993","Tredje akt","Scene 13","Pernille",17
"1994","Tredje akt","Scene 13",NA,7
"1995","Tredje akt","Scene 2","",2
"1996","Tredje akt","Scene 2","Abrahams",2
"1997","Tredje akt","Scene 2","Abrahams og Sanderus",1
"1998","Tredje akt","Scene 2","Anden købmand",3
"1999","Tredje akt","Scene 2","Apicius",4
"2000","Tredje akt","Scene 2","Arbaces.",3
"2001","Tredje akt","Scene 2","Arv",16
"2002","Tredje akt","Scene 2","Barselskvinden",10
"2003","Tredje akt","Scene 2","Borgeren",2
"2004","Tredje akt","Scene 2","Chilian",13
"2005","Tredje akt","Scene 2","Christopher",2
"2006","Tredje akt","Scene 2","Den anden købmand",2
"2007","Tredje akt","Scene 2","Don Ranudo",3
"2008","Tredje akt","Scene 2","Donna Olympia",1
"2009","Tredje akt","Scene 2","Dorothea",9
"2010","Tredje akt","Scene 2","Espen",22
"2011","Tredje akt","Scene 2","Første købmand",5
"2012","Tredje akt","Scene 2","Fruen",10
"2013","Tredje akt","Scene 2","Gert",20
"2014","Tredje akt","Scene 2","Gert Westphaler",1
"2015","Tredje akt","Scene 2","Gottfried",2
"2016","Tredje akt","Scene 2","Haagen",23
"2017","Tredje akt","Scene 2","Harlekin",12
"2018","Tredje akt","Scene 2","Henrik",24
"2019","Tredje akt","Scene 2","Herman",7
"2020","Tredje akt","Scene 2","Jean",17
"2021","Tredje akt","Scene 2","Jeppe",18
"2022","Tredje akt","Scene 2","Jeronimus",31
"2023","Tredje akt","Scene 2","Jesper",14
"2024","Tredje akt","Scene 2","Jochum",1
"2025","Tredje akt","Scene 2","Jøden",1
"2026","Tredje akt","Scene 2","Jørgen",10
"2027","Tredje akt","Scene 2","Juveleren",4
"2028","Tredje akt","Scene 2","Kammertjeneren",1
"2029","Tredje akt","Scene 2","Lakajen",1
"2030","Tredje akt","Scene 2","Leander",32
"2031","Tredje akt","Scene 2","Leonard",15
"2032","Tredje akt","Scene 2","Leonora",18
"2033","Tredje akt","Scene 2","Leonore",21
"2034","Tredje akt","Scene 2","Lucilia",9
"2035","Tredje akt","Scene 2","Lucretia",2
"2036","Tredje akt","Scene 2","Madame Ståbi",3
"2037","Tredje akt","Scene 2","Magdelone",4
"2038","Tredje akt","Scene 2","Mithridates",4
"2039","Tredje akt","Scene 2","Montanus",10
"2040","Tredje akt","Scene 2","Musikant",2
"2041","Tredje akt","Scene 2","Musikanten",2
"2042","Tredje akt","Scene 2","Pedro",3
"2043","Tredje akt","Scene 2","Pernille",46
"2044","Tredje akt","Scene 2","Pierre",3
"2045","Tredje akt","Scene 2","Plutus",4
"2046","Tredje akt","Scene 2","Ridefogeden",11
"2047","Tredje akt","Scene 2","Rosiflengius",3
"2048","Tredje akt","Scene 2","Sanderus",3
"2049","Tredje akt","Scene 2","Sekretæren",4
"2050","Tredje akt","Scene 2","Sganarel",11
"2051","Tredje akt","Scene 2","Skøgen",2
"2052","Tredje akt","Scene 2","Timotheus",5
"2053","Tredje akt","Scene 2","Tiresius",6
"2054","Tredje akt","Scene 2","Ulysses",13
"2055","Tredje akt","Scene 2","Værten",4
"2056","Tredje akt","Scene 2","Vielgeschrey",4
"2057","Tredje akt","Scene 2",NA,34
"2058","Tredje akt","Scene 3","",1
"2059","Tredje akt","Scene 3","Anne",8
"2060","Tredje akt","Scene 3","Apicius",23
"2061","Tredje akt","Scene 3","Artabanus",5
"2062","Tredje akt","Scene 3","Arv",2
"2063","Tredje akt","Scene 3","Barselskvinden",9
"2064","Tredje akt","Scene 3","Chilian",9
"2065","Tredje akt","Scene 3","Christopher",10
"2066","Tredje akt","Scene 3","Corfitz",4
"2067","Tredje akt","Scene 3","Den usynlige",9
"2068","Tredje akt","Scene 3","Dobre Podolsky",12
"2069","Tredje akt","Scene 3","Don Ranudo",5
"2070","Tredje akt","Scene 3","Donna Olympia",5
"2071","Tredje akt","Scene 3","Drengen",6
"2072","Tredje akt","Scene 3","En Dreng",1
"2073","Tredje akt","Scene 3","En mand",1
"2074","Tredje akt","Scene 3","Eraste",10
"2075","Tredje akt","Scene 3","Espen",4
"2076","Tredje akt","Scene 3","Geske",12
"2077","Tredje akt","Scene 3","Haagen",7
"2078","Tredje akt","Scene 3","Harlekin",5
"2079","Tredje akt","Scene 3","Helene",4
"2080","Tredje akt","Scene 3","Henrik",34
"2081","Tredje akt","Scene 3","Herman",11
"2082","Tredje akt","Scene 3","Jean",5
"2083","Tredje akt","Scene 3","Jeppe",7
"2084","Tredje akt","Scene 3","Jeronimus",43
"2085","Tredje akt","Scene 3","Jesper",10
"2086","Tredje akt","Scene 3","Juveleren",4
"2087","Tredje akt","Scene 3","Købmanden",5
"2088","Tredje akt","Scene 3","Konen",2
"2089","Tredje akt","Scene 3","Lakajen",25
"2090","Tredje akt","Scene 3","Leander",44
"2091","Tredje akt","Scene 3","Leerbeutel",4
"2092","Tredje akt","Scene 3","Leonard",12
"2093","Tredje akt","Scene 3","Leonora",11
"2094","Tredje akt","Scene 3","Leonore",16
"2095","Tredje akt","Scene 3","Lucilia",4
"2096","Tredje akt","Scene 3","Lucretia",16
"2097","Tredje akt","Scene 3","Madame Ståbi",3
"2098","Tredje akt","Scene 3","Manden",2
"2099","Tredje akt","Scene 3","Mithridates",3
"2100","Tredje akt","Scene 3","Montanus",21
"2101","Tredje akt","Scene 3","Musikanten",2
"2102","Tredje akt","Scene 3","Nille",1
"2103","Tredje akt","Scene 3","Notarius",1
"2104","Tredje akt","Scene 3","Novatianus",4
"2105","Tredje akt","Scene 3","Per",21
"2106","Tredje akt","Scene 3","Pernille",25
"2107","Tredje akt","Scene 3","Petronius",1
"2108","Tredje akt","Scene 3","Pierre",3
"2109","Tredje akt","Scene 3","pigen",3
"2110","Tredje akt","Scene 3","Plutus",4
"2111","Tredje akt","Scene 3","Polidor",12
"2112","Tredje akt","Scene 3","Polidorus",2
"2113","Tredje akt","Scene 3","Ridefogeden",1
"2114","Tredje akt","Scene 3","Sganarel",13
"2115","Tredje akt","Scene 3","Skøgen",4
"2116","Tredje akt","Scene 3","Skolemesteren",3
"2117","Tredje akt","Scene 3","Skyldenborg",5
"2118","Tredje akt","Scene 3","Ulysses",8
"2119","Tredje akt","Scene 3","Værten",14
"2120","Tredje akt","Scene 3","Vielgeschrey",10
"2121","Tredje akt","Scene 3",NA,42
"2122","Tredje akt","Scene 4","",3
"2123","Tredje akt","Scene 4","Anførerne",2
"2124","Tredje akt","Scene 4","Apicius",2
"2125","Tredje akt","Scene 4","Arv",4
"2126","Tredje akt","Scene 4","Baronen",2
"2127","Tredje akt","Scene 4","Barselskvinden",3
"2128","Tredje akt","Scene 4","Bonden",40
"2129","Tredje akt","Scene 4","Chilian",9
"2130","Tredje akt","Scene 4","Den usynlige",15
"2131","Tredje akt","Scene 4","Doktoren",23
"2132","Tredje akt","Scene 4","Don Ranudo",41
"2133","Tredje akt","Scene 4","Donna Olympia",5
"2134","Tredje akt","Scene 4","Erich",1
"2135","Tredje akt","Scene 4","Erich Madsen",14
"2136","Tredje akt","Scene 4","Erik",1
"2137","Tredje akt","Scene 4","Espen",10
"2138","Tredje akt","Scene 4","Frands",6
"2139","Tredje akt","Scene 4","Fruen",6
"2140","Tredje akt","Scene 4","Geske",6
"2141","Tredje akt","Scene 4","Haagen",1
"2142","Tredje akt","Scene 4","Harlekin",19
"2143","Tredje akt","Scene 4","Henrik",61
"2144","Tredje akt","Scene 4","Herman",12
"2145","Tredje akt","Scene 4","Jean",2
"2146","Tredje akt","Scene 4","Jens",2
"2147","Tredje akt","Scene 4","Jeronimus",132
"2148","Tredje akt","Scene 4","Jesper",8
"2149","Tredje akt","Scene 4","Juveleren",1
"2150","Tredje akt","Scene 4","Leander",53
"2151","Tredje akt","Scene 4","Leonard",85
"2152","Tredje akt","Scene 4","Leonora",8
"2153","Tredje akt","Scene 4","Lucilia",1
"2154","Tredje akt","Scene 4","Magdelone",7
"2155","Tredje akt","Scene 4","Mandane.",7
"2156","Tredje akt","Scene 4","Mester Bonifacius",4
"2157","Tredje akt","Scene 4","Moralisten",3
"2158","Tredje akt","Scene 4","Notarius",2
"2159","Tredje akt","Scene 4","Oldfux",2
"2160","Tredje akt","Scene 4","Peiter",3
"2161","Tredje akt","Scene 4","Pernille",11
"2162","Tredje akt","Scene 4","Petronius",3
"2163","Tredje akt","Scene 4","Pierre",1
"2164","Tredje akt","Scene 4","Plutus",3
"2165","Tredje akt","Scene 4","Semira.",5
"2166","Tredje akt","Scene 4","Sganarel",14
"2167","Tredje akt","Scene 4","Skyldenborg",4
"2168","Tredje akt","Scene 4","Tychonius",15
"2169","Tredje akt","Scene 4","Tyven",2
"2170","Tredje akt","Scene 4","Ulysses",6
"2171","Tredje akt","Scene 4","Værten",4
"2172","Tredje akt","Scene 4","Vielgeschrey",23
"2173","Tredje akt","Scene 4",NA,43
"2174","Tredje akt","Scene 5","1. kone",15
"2175","Tredje akt","Scene 5","2. kone",3
"2176","Tredje akt","Scene 5","Apicius",3
"2177","Tredje akt","Scene 5","Arv",4
"2178","Tredje akt","Scene 5","Baronen",18
"2179","Tredje akt","Scene 5","Barselskvinden",17
"2180","Tredje akt","Scene 5","Bonden",11
"2181","Tredje akt","Scene 5","Chilian",5
"2182","Tredje akt","Scene 5","Christoff",11
"2183","Tredje akt","Scene 5","Christopher",8
"2184","Tredje akt","Scene 5","Den 1. kone",1
"2185","Tredje akt","Scene 5","Den usynlige",5
"2186","Tredje akt","Scene 5","Den usynliges broder",10
"2187","Tredje akt","Scene 5","Dobre Podolsky",1
"2188","Tredje akt","Scene 5","Don Ranudo",4
"2189","Tredje akt","Scene 5","Donna Olympia",6
"2190","Tredje akt","Scene 5","Eraste",8
"2191","Tredje akt","Scene 5","Erich Madsen",27
"2192","Tredje akt","Scene 5","Espen",2
"2193","Tredje akt","Scene 5","Frands",5
"2194","Tredje akt","Scene 5","Gottfried",5
"2195","Tredje akt","Scene 5","Harlekin",8
"2196","Tredje akt","Scene 5","Helene",2
"2197","Tredje akt","Scene 5","Henrik",25
"2198","Tredje akt","Scene 5","Jeronimus",59
"2199","Tredje akt","Scene 5","Jesper",11
"2200","Tredje akt","Scene 5","Juveleren",6
"2201","Tredje akt","Scene 5","Kusken",7
"2202","Tredje akt","Scene 5","Leander",15
"2203","Tredje akt","Scene 5","Leonard",14
"2204","Tredje akt","Scene 5","Leonora",10
"2205","Tredje akt","Scene 5","Leonore",3
"2206","Tredje akt","Scene 5","Lucretia",15
"2207","Tredje akt","Scene 5","Madame Ståbi",3
"2208","Tredje akt","Scene 5","Magdelone",18
"2209","Tredje akt","Scene 5","Mester Bonifacius",19
"2210","Tredje akt","Scene 5","Montanus",20
"2211","Tredje akt","Scene 5","Musikanten",2
"2212","Tredje akt","Scene 5","Oldfux",11
"2213","Tredje akt","Scene 5","Paltsgreven",18
"2214","Tredje akt","Scene 5","Peder",5
"2215","Tredje akt","Scene 5","Pernille",23
"2216","Tredje akt","Scene 5","Petronius",40
"2217","Tredje akt","Scene 5","Pierre",5
"2218","Tredje akt","Scene 5","Pigen",4
"2219","Tredje akt","Scene 5","Plutus",10
"2220","Tredje akt","Scene 5","Rosiflengius",4
"2221","Tredje akt","Scene 5","Semira",2
"2222","Tredje akt","Scene 5","Skyldenborg",4
"2223","Tredje akt","Scene 5","Trækholdt",3
"2224","Tredje akt","Scene 5","Tyboe",33
"2225","Tredje akt","Scene 5","Tychonius",9
"2226","Tredje akt","Scene 5","Værten",11
"2227","Tredje akt","Scene 5","Vielgeschrey",42
"2228","Tredje akt","Scene 5",NA,41
"2229","Tredje akt","Scene 6","Arbaces.",17
"2230","Tredje akt","Scene 6","Arv",5
"2231","Tredje akt","Scene 6","Baronen",9
"2232","Tredje akt","Scene 6","Barselskvinden",29
"2233","Tredje akt","Scene 6","Chilian",3
"2234","Tredje akt","Scene 6","Colombine",17
"2235","Tredje akt","Scene 6","Cosmoligoreus",10
"2236","Tredje akt","Scene 6","Den drukne",21
"2237","Tredje akt","Scene 6","Den usynlige",2
"2238","Tredje akt","Scene 6","Den usynliges broder",22
"2239","Tredje akt","Scene 6","Doktor Bombastus",1
"2240","Tredje akt","Scene 6","Doktoren",32
"2241","Tredje akt","Scene 6","Don Ranudo",2
"2242","Tredje akt","Scene 6","Drengen",2
"2243","Tredje akt","Scene 6","En dreng",2
"2244","Tredje akt","Scene 6","Frands",3
"2245","Tredje akt","Scene 6","Gottfried",8
